IMAGE_ID,MASK_ID
9730/20130101_102704.jpg,Masks/9730.png
9730/20130101_115703.jpg,Masks/9730.png
9730/20130101_172708.jpg,Masks/9730.png
9730/20130101_195705.jpg,Masks/9730.png
9730/20130102_025704.jpg,Masks/9730.png
9730/20130102_115700.jpg,Masks/9730.png
9730/20130102_185704.jpg,Masks/9730.png
9730/20130102_192700.jpg,Masks/9730.png
9730/20130102_202707.jpg,Masks/9730.png
9730/20130102_212703.jpg,Masks/9730.png
9730/20130103_165708.jpg,Masks/9730.png
9730/20130103_205705.jpg,Masks/9730.png
9730/20130104_002712.jpg,Masks/9730.png
9730/20130104_005705.jpg,Masks/9730.png
9730/20130104_012705.jpg,Masks/9730.png
9730/20130104_042704.jpg,Masks/9730.png
9730/20130104_082700.jpg,Masks/9730.png
9730/20130104_162704.jpg,Masks/9730.png
9730/20130105_002700.jpg,Masks/9730.png
9730/20130105_022704.jpg,Masks/9730.png
9730/20130105_092704.jpg,Masks/9730.png
9730/20130105_115659.jpg,Masks/9730.png
9730/20130105_165700.jpg,Masks/9730.png
9730/20130105_192702.jpg,Masks/9730.png
9730/20130105_235700.jpg,Masks/9730.png
9730/20130106_065701.jpg,Masks/9730.png
9730/20130106_105713.jpg,Masks/9730.png
9730/20130106_152704.jpg,Masks/9730.png
9730/20130106_215709.jpg,Masks/9730.png
9730/20130106_225709.jpg,Masks/9730.png
9730/20130107_095701.jpg,Masks/9730.png
9730/20130107_132704.jpg,Masks/9730.png
9730/20130107_135705.jpg,Masks/9730.png
9730/20130107_192707.jpg,Masks/9730.png
9730/20130107_232702.jpg,Masks/9730.png
9730/20130108_172708.jpg,Masks/9730.png
9730/20130108_175704.jpg,Masks/9730.png
9730/20130108_232703.jpg,Masks/9730.png
9730/20130109_005701.jpg,Masks/9730.png
9730/20130109_015700.jpg,Masks/9730.png
9730/20130109_052704.jpg,Masks/9730.png
9730/20130109_092701.jpg,Masks/9730.png
9730/20130109_175712.jpg,Masks/9730.png
9730/20130109_185712.jpg,Masks/9730.png
9730/20130109_202721.jpg,Masks/9730.png
9730/20130110_092707.jpg,Masks/9730.png
9730/20130110_102708.jpg,Masks/9730.png
9730/20130110_162702.jpg,Masks/9730.png
9730/20130110_192711.jpg,Masks/9730.png
9730/20130110_205701.jpg,Masks/9730.png
9730/20130111_062702.jpg,Masks/9730.png
9730/20130111_092708.jpg,Masks/9730.png
9730/20130111_182705.jpg,Masks/9730.png
9730/20130111_222706.jpg,Masks/9730.png
9730/20130112_015706.jpg,Masks/9730.png
9730/20130112_105706.jpg,Masks/9730.png
9730/20130112_112709.jpg,Masks/9730.png
9730/20130112_162702.jpg,Masks/9730.png
9730/20130112_215705.jpg,Masks/9730.png
9730/20130113_005712.jpg,Masks/9730.png
9730/20130113_045703.jpg,Masks/9730.png
9730/20130113_195710.jpg,Masks/9730.png
9730/20130113_212707.jpg,Masks/9730.png
9730/20130113_222703.jpg,Masks/9730.png
9730/20130114_025710.jpg,Masks/9730.png
9730/20130114_075706.jpg,Masks/9730.png
9730/20130114_125707.jpg,Masks/9730.png
9730/20130114_132703.jpg,Masks/9730.png
9730/20130114_212704.jpg,Masks/9730.png
9730/20130115_035704.jpg,Masks/9730.png
9730/20130115_052701.jpg,Masks/9730.png
9730/20130115_075658.jpg,Masks/9730.png
9730/20130115_172710.jpg,Masks/9730.png
9730/20130115_195702.jpg,Masks/9730.png
9730/20130116_025701.jpg,Masks/9730.png
9730/20130116_085715.jpg,Masks/9730.png
9730/20130116_102706.jpg,Masks/9730.png
9730/20130116_122659.jpg,Masks/9730.png
9730/20130116_132700.jpg,Masks/9730.png
9730/20130116_192707.jpg,Masks/9730.png
9730/20130117_095707.jpg,Masks/9730.png
9730/20130117_102708.jpg,Masks/9730.png
9730/20130117_105703.jpg,Masks/9730.png
9730/20130117_152713.jpg,Masks/9730.png
9730/20130118_002706.jpg,Masks/9730.png
9730/20130118_075704.jpg,Masks/9730.png
9730/20130118_102705.jpg,Masks/9730.png
9730/20130118_112706.jpg,Masks/9730.png
9730/20130118_225711.jpg,Masks/9730.png
9730/20130119_032710.jpg,Masks/9730.png
9730/20130119_045706.jpg,Masks/9730.png
9730/20130119_062704.jpg,Masks/9730.png
9730/20130119_092704.jpg,Masks/9730.png
9730/20130119_102706.jpg,Masks/9730.png
9730/20130119_142708.jpg,Masks/9730.png
9730/20130120_052708.jpg,Masks/9730.png
9730/20130120_075701.jpg,Masks/9730.png
9730/20130120_122706.jpg,Masks/9730.png
9730/20130121_012707.jpg,Masks/9730.png
9730/20130121_025701.jpg,Masks/9730.png
9730/20130121_052710.jpg,Masks/9730.png
9730/20130121_145702.jpg,Masks/9730.png
9730/20130121_165709.jpg,Masks/9730.png
9730/20130122_012700.jpg,Masks/9730.png
9730/20130122_022700.jpg,Masks/9730.png
9730/20130122_085708.jpg,Masks/9730.png
9730/20130122_185710.jpg,Masks/9730.png
9730/20130122_195709.jpg,Masks/9730.png
9730/20130122_212706.jpg,Masks/9730.png
9730/20130122_222705.jpg,Masks/9730.png
9730/20130123_055705.jpg,Masks/9730.png
9730/20130123_095708.jpg,Masks/9730.png
9730/20130123_105701.jpg,Masks/9730.png
9730/20130123_165707.jpg,Masks/9730.png
9730/20130124_005703.jpg,Masks/9730.png
9730/20130124_055708.jpg,Masks/9730.png
9730/20130124_065702.jpg,Masks/9730.png
9730/20130124_092703.jpg,Masks/9730.png
9730/20130124_112710.jpg,Masks/9730.png
9730/20130125_035700.jpg,Masks/9730.png
9730/20130125_072707.jpg,Masks/9730.png
9730/20130125_082658.jpg,Masks/9730.png
9730/20130125_165709.jpg,Masks/9730.png
9730/20130125_175659.jpg,Masks/9730.png
9730/20130126_005711.jpg,Masks/9730.png
9730/20130126_072703.jpg,Masks/9730.png
9730/20130126_095704.jpg,Masks/9730.png
9730/20130126_102707.jpg,Masks/9730.png
9730/20130126_155703.jpg,Masks/9730.png
9730/20130127_025711.jpg,Masks/9730.png
9730/20130127_045708.jpg,Masks/9730.png
9730/20130127_165748.jpg,Masks/9730.png
9730/20130127_192750.jpg,Masks/9730.png
9730/20130127_222759.jpg,Masks/9730.png
9730/20130128_032710.jpg,Masks/9730.png
9730/20130128_042710.jpg,Masks/9730.png
9730/20130128_085712.jpg,Masks/9730.png
9730/20130128_142700.jpg,Masks/9730.png
9730/20130128_182711.jpg,Masks/9730.png
9730/20130129_015706.jpg,Masks/9730.png
9730/20130129_045711.jpg,Masks/9730.png
9730/20130129_092709.jpg,Masks/9730.png
9730/20130129_132712.jpg,Masks/9730.png
9730/20130130_012700.jpg,Masks/9730.png
9730/20130130_035712.jpg,Masks/9730.png
9730/20130130_045702.jpg,Masks/9730.png
9730/20130130_065712.jpg,Masks/9730.png
9730/20130130_142704.jpg,Masks/9730.png
9730/20130130_185712.jpg,Masks/9730.png
9730/20130130_225706.jpg,Masks/9730.png
9730/20130131_045708.jpg,Masks/9730.png
9730/20130131_145704.jpg,Masks/9730.png
9730/20130131_222700.jpg,Masks/9730.png
9730/20130201_025702.jpg,Masks/9730.png
9730/20130201_035703.jpg,Masks/9730.png
9730/20130201_102706.jpg,Masks/9730.png
9730/20130201_145708.jpg,Masks/9730.png
9730/20130201_175708.jpg,Masks/9730.png
9730/20130202_022710.jpg,Masks/9730.png
9730/20130202_035709.jpg,Masks/9730.png
9730/20130202_052705.jpg,Masks/9730.png
9730/20130202_085709.jpg,Masks/9730.png
9730/20130202_125706.jpg,Masks/9730.png
9730/20130202_135705.jpg,Masks/9730.png
9730/20130202_182701.jpg,Masks/9730.png
9730/20130203_042709.jpg,Masks/9730.png
9730/20130203_045709.jpg,Masks/9730.png
9730/20130203_085701.jpg,Masks/9730.png
9730/20130203_105707.jpg,Masks/9730.png
9730/20130204_012711.jpg,Masks/9730.png
9730/20130204_175703.jpg,Masks/9730.png
9730/20130204_212710.jpg,Masks/9730.png
9730/20130204_222700.jpg,Masks/9730.png
9730/20130204_232709.jpg,Masks/9730.png
9730/20130205_025704.jpg,Masks/9730.png
9730/20130205_082657.jpg,Masks/9730.png
9730/20130205_142702.jpg,Masks/9730.png
9730/20130205_152704.jpg,Masks/9730.png
9730/20130205_225708.jpg,Masks/9730.png
9730/20130206_032705.jpg,Masks/9730.png
9730/20130206_075700.jpg,Masks/9730.png
9730/20130206_152712.jpg,Masks/9730.png
9730/20130206_222707.jpg,Masks/9730.png
9730/20130206_225712.jpg,Masks/9730.png
9730/20130207_032711.jpg,Masks/9730.png
9730/20130207_082659.jpg,Masks/9730.png
9730/20130207_202705.jpg,Masks/9730.png
9730/20130207_232710.jpg,Masks/9730.png
9730/20130207_235706.jpg,Masks/9730.png
9730/20130208_022703.jpg,Masks/9730.png
9730/20130208_082708.jpg,Masks/9730.png
9730/20130208_105704.jpg,Masks/9730.png
9730/20130208_152704.jpg,Masks/9730.png
9730/20130208_172704.jpg,Masks/9730.png
9730/20130208_175704.jpg,Masks/9730.png
9730/20130209_052707.jpg,Masks/9730.png
9730/20130209_055708.jpg,Masks/9730.png
9730/20130209_095706.jpg,Masks/9730.png
9730/20130209_115709.jpg,Masks/9730.png
9730/20130209_202659.jpg,Masks/9730.png
9730/20130210_055658.jpg,Masks/9730.png
9730/20130210_105712.jpg,Masks/9730.png
9730/20130210_125707.jpg,Masks/9730.png
9730/20130210_182702.jpg,Masks/9730.png
9730/20130211_025704.jpg,Masks/9730.png
9730/20130211_065706.jpg,Masks/9730.png
9730/20130211_085710.jpg,Masks/9730.png
9730/20130211_125710.jpg,Masks/9730.png
9730/20130211_172704.jpg,Masks/9730.png
9730/20130212_012708.jpg,Masks/9730.png
9730/20130212_052709.jpg,Masks/9730.png
9730/20130212_072709.jpg,Masks/9730.png
9730/20130212_185658.jpg,Masks/9730.png
9730/20130212_192707.jpg,Masks/9730.png
9730/20130213_002701.jpg,Masks/9730.png
9730/20130213_052701.jpg,Masks/9730.png
9730/20130213_102701.jpg,Masks/9730.png
9730/20130213_132709.jpg,Masks/9730.png
9730/20130213_145704.jpg,Masks/9730.png
9730/20130214_025705.jpg,Masks/9730.png
9730/20130214_112708.jpg,Masks/9730.png
9730/20130214_135700.jpg,Masks/9730.png
9730/20130214_152706.jpg,Masks/9730.png
9730/20130214_202710.jpg,Masks/9730.png
9730/20130215_012704.jpg,Masks/9730.png
9730/20130215_085706.jpg,Masks/9730.png
9730/20130215_132700.jpg,Masks/9730.png
9730/20130215_145706.jpg,Masks/9730.png
9730/20130215_172711.jpg,Masks/9730.png
9730/20130215_222659.jpg,Masks/9730.png
9730/20130216_162701.jpg,Masks/9730.png
9730/20130216_192703.jpg,Masks/9730.png
9730/20130216_195703.jpg,Masks/9730.png
9730/20130216_222711.jpg,Masks/9730.png
9730/20130216_232707.jpg,Masks/9730.png
9730/20130217_055700.jpg,Masks/9730.png
9730/20130217_162703.jpg,Masks/9730.png
9730/20130217_202711.jpg,Masks/9730.png
9730/20130217_215703.jpg,Masks/9730.png
9730/20130218_022709.jpg,Masks/9730.png
9730/20130218_062707.jpg,Masks/9730.png
9730/20130218_115706.jpg,Masks/9730.png
9730/20130218_125708.jpg,Masks/9730.png
9730/20130218_192705.jpg,Masks/9730.png
9730/20130219_025700.jpg,Masks/9730.png
9730/20130219_075713.jpg,Masks/9730.png
9730/20130219_095714.jpg,Masks/9730.png
9730/20130219_145704.jpg,Masks/9730.png
9730/20130219_202703.jpg,Masks/9730.png
9730/20130220_002707.jpg,Masks/9730.png
9730/20130220_075702.jpg,Masks/9730.png
9730/20130220_085712.jpg,Masks/9730.png
9730/20130220_115711.jpg,Masks/9730.png
9730/20130221_005711.jpg,Masks/9730.png
9730/20130221_035704.jpg,Masks/9730.png
9730/20130221_082707.jpg,Masks/9730.png
9730/20130221_085702.jpg,Masks/9730.png
9730/20130221_095702.jpg,Masks/9730.png
9730/20130221_105704.jpg,Masks/9730.png
9730/20130221_222709.jpg,Masks/9730.png
9730/20130222_065710.jpg,Masks/9730.png
9730/20130222_155712.jpg,Masks/9730.png
9730/20130222_222706.jpg,Masks/9730.png
